reviewerid,reviewno_reviewers,analoral_ct,cuddling_ct,cunninlingus_ct,ejaculationonbody_ct,fellatio_ct,intercourseanal_ct,intercoursevaginal_ct,kissing_ct,manualanalstimulation_ct,manualpenilestimulation_ct,manualvaginalstimulation_ct,massage_ct,sm_ct,testiclestimulation_ct,threesome_ct,analoral_ct_bin,cuddling_ct_bin,cunninlingus_ct_bin,ejaculationonbody_ct_bin,fellatio_ct_bin,intercourseanal_ct_bin,intercoursevaginal_ct_bin,kissing_ct_bin,manualanalstimulation_ct_bin,manualpenilestimulation_ct_bin,manualvaginalstimulation_ct_bin,massage_ct_bin,sm_ct_bin,testiclestimulation_ct_bin,threesome_ct_bin,avgspph_p50,avgspph_sd,avgspph_avg,app_reviewer_p50,app_reviewer_sd,app_reviewer_avg,perf_reviewer_p50,perf_reviewer_sd,perf_reviewer_avg,cscore_reviewer_p50,cscore_reviewer_sd,cscore_reviewer_avg,rvwdate_last_reviewer,rvwyear_last_reviewer,rvwdate_first_reviewer,rvwyear_first_reviewer,rptescorts_reviewers,rvwduration_years_reviewer,rvwduration_days_reviewer,appgap_reviewer_p50,age_cont2_p50,height_cont2_p50,breastsize_cont2_p50,breastcup_cont_p50,hairlength_cont_p50,kiss_bin_p50,kiss_tongue_bin_p50,blowjob_bin_p50,blowjob_condom_bin_p50,cuminmouth_bin_p50,touchpussy_bin_p50,lickpussy_bin_p50,sex_bin_p50,multiplepops_bin_p50,anal_bin_p50,rimming_bin_p50,sm_bin_p50,twogirlaction_bin_p50,bringsecondprovider_bin_p50,multipleguys_bin_p50,avgpph_p50,reviewno_escort_sd,appgap_reviewer_sd,age_cont2_sd,height_cont2_sd,breastsize_cont2_sd,breastcup_cont_sd,hairlength_cont_sd,kiss_bin_sd,kiss_tongue_bin_sd,blowjob_bin_sd,blowjob_condom_bin_sd,cuminmouth_bin_sd,touchpussy_bin_sd,lickpussy_bin_sd,sex_bin_sd,multiplepops_bin_sd,anal_bin_sd,rimming_bin_sd,sm_bin_sd,twogirlaction_bin_sd,bringsecondprovider_bin_sd,multipleguys_bin_sd,avgpph_sd,reviewno_escort_avg,appgap_reviewer_avg,age_cont2_avg,height_cont2_avg,breastsize_cont2_avg,breastcup_cont_avg,hairlength_cont_avg,kiss_bin_avg,kiss_tongue_bin_avg,blowjob_bin_avg,blowjob_condom_bin_avg,cuminmouth_bin_avg,touchpussy_bin_avg,lickpussy_bin_avg,sex_bin_avg,multiplepops_bin_avg,anal_bin_avg,rimming_bin_avg,sm_bin_avg,twogirlaction_bin_avg,bringsecondprovider_bin_avg,multipleguys_bin_avg,ontime_bin_avg,smokes_bin_avg,breastimplants_bin_avg,pubichair_cont_avg,transsexual_bin_avg,servicearea_bin_escort_avg,servicearea_bin_massage_avg,servicearea_bin_sm_avg,servicearea_bin_multiple_avg,pornstar_bin_avg,avgpph_avg,unqescorts_reviewers,ethnicity_n,ethnicity_mode,build_n,build_mode,breastappearance_n,breastappearance_mode,haircolor_n,haircolor_mode,hairtype_n,hairtype_mode,service_n,service_mode,reviewno_escort_max,reviewno_escort_min
1179,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,325,,325,8,,8,9,,9,8.5,,8.5,01sep2006,2006,01sep2006,2006,0,0,0,-1,21,63,32,2,4,1,0,1,0,0,1,1,1,1,0,,,,1,,325,,,,,,,,,,,,,,,,,,,,,,,,37,-1,21,63,32,2,4,1,0,1,0,0,1,1,1,1,0,,,,1,,1,0,0,,0,1,1,0,1,0,325,1,1,White,1,Thin,1,Perky,1,Brown,1,Straight,1,Escort/Massage,37,37
1191,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,225,,225,8,,8,9,,9,8.5,,8.5,01mar2002,2002,01mar2002,2002,0,0,0,-1,31,57,34,3,7,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,225,,,,,,,,,,,,,,,,,,,,,,,,175,-1,31,57,34,3,7,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,225,1,1,Asian,1,Thin,1,Super nice,1,Black,1,Straight,1,Escort/Massage,175,175
1196,1,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,100,,100,7,,7,9,,9,8,,8,01nov2008,2008,01nov2008,2008,0,0,0,-2,31,63,38,4,5,,,1,1,,,,1,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,11,-2,31,63,38,4,5,,,1,1,,,,1,,,,,,,,1,0,0,,0,1,1,0,1,0,100,1,1,White,1,Other,1,Average,1,Brown,1,Straight,1,Escort/Massage,11,11
1242,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,400,,400,8,,8,9,,9,8.5,,8.5,01may2004,2004,01may2004,2004,0,0,0,-1,31,63,36,5,3,1,0,1,0,0,1,1,1,1,1,,1,1,,,400,,,,,,,,,,,,,,,,,,,,,,,,74,-1,31,63,36,5,3,1,0,1,0,0,1,1,1,1,1,,1,1,,,1,0,0,,0,1,1,0,1,0,400,1,1,White,1,Athletic,1,Super nice,1,Brown,1,Straight,1,Escort/Massage,74,74
1413,1,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,250,,250,9,,9,9,,9,9,,9,01apr2006,2006,01apr2006,2006,0,0,0,0,26,66,34,3,5,1,0,1,0,,1,1,1,,,,,,,,250,,,,,,,,,,,,,,,,,,,,,,,,10,0,26,66,34,3,5,1,0,1,0,,1,1,1,,,,,,,,1,0,,,0,1,1,0,1,0,250,1,1,South american,1,Athletic,1,Perky,1,Black,1,Curly,1,Escort/Massage,10,10
1472,1,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,350,,350,8,,8,9,,9,8.5,,8.5,01aug2007,2007,01aug2007,2007,0,0,0,-1,21,69,36,3,6,1,1,1,0,0,1,1,1,,,,0,0,,0,350,,,,,,,,,,,,,,,,,,,,,,,,26,-1,21,69,36,3,6,1,1,1,0,0,1,1,1,,,,0,0,,0,1,0,0,,0,1,1,0,1,0,350,1,1,White,1,Athletic,1,Super nice,1,Brown,1,Straight,1,Escort/Massage,26,26
1495,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,,150,8,,8,9,,9,8.5,,8.5,01dec2006,2006,01dec2006,2006,0,0,0,-1,26,60,32,3,4,0,0,0,0,0,1,0,0,,0,,0,0,,0,150,,,,,,,,,,,,,,,,,,,,,,,,14,-1,26,60,32,3,4,0,0,0,0,0,1,0,0,,0,,0,0,,0,1,0,1,,0,0,1,0,0,0,150,1,1,Asian,1,Thin,1,Super nice,1,Black,1,Straight,1,Massage,14,14
1503,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,300,,300,9,,9,9,,9,9,,9,01oct2007,2007,01oct2007,2007,0,0,0,0,36,69,38,4,4,1,1,1,1,,1,1,1,1,0,,1,1,1,1,300,,,,,,,,,,,,,,,,,,,,,,,,79,0,36,69,38,4,4,1,1,1,1,,1,1,1,1,0,,1,1,1,1,1,0,1,0,0,1,0,0,0,0,300,1,1,White,1,Average,1,Perky,1,Blonde,1,Some curls,1,Escort,79,79
1621,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337.5,,337.5,8,,8,9,,9,8.5,,8.5,01jan2003,2003,01jan2003,2003,0,0,0,-1,26,63,34,4,4,1,1,1,0,0,1,1,1,1,0,,0,1,1,,325,,,,,,,,,,,,,,,,,,,,,,,,90,-1,26,63,34,4,4,1,1,1,0,0,1,1,1,1,0,,0,1,1,,1,1,1,0,0,1,1,0,1,0,325,1,1,White,1,Thin,1,Super nice,1,Blonde,1,Straight,1,Escort/Massage,90,90
1630,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,200,,200,8,,8,9,,9,8.5,,8.5,01jul2004,2004,01jul2004,2004,0,0,0,-1,41,66,36,4,3,1,1,1,0,0,1,1,1,1,0,,0,0,0,0,200,,,,,,,,,,,,,,,,,,,,,,,,17,-1,41,66,36,4,3,1,1,1,0,0,1,1,1,1,0,,0,0,0,0,1,1,0,0,0,1,1,0,1,0,200,1,1,White,1,Athletic,1,Super nice,1,Brown,1,Curly,1,Escort/Massage,17,17
1633,1,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,300,,300,7,,7,9,,9,8,,8,01sep2006,2006,01sep2006,2006,0,0,0,-2,41,63,36,3,2,1,1,1,0,,1,1,1,,0,,0,,,0,300,,,,,,,,,,,,,,,,,,,,,,,,13,-2,41,63,36,3,2,1,1,1,0,,1,1,1,,0,,0,,,0,1,0,0,0,0,1,1,0,1,0,300,1,1,Italian,1,Athletic,1,Average,1,Brown,1,Straight,1,Escort/Massage,13,13
1689,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,300,,300,8,,8,9,,9,8.5,,8.5,01mar2003,2003,01mar2003,2003,0,0,0,-1,31,66,40,6,5,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,300,,,,,,,,,,,,,,,,,,,,,,,,171,-1,31,66,40,6,5,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1,,0,1,1,0,1,0,300,1,1,White,1,Baby fat,1,Super nice,1,Blonde,1,Straight,1,Escort/Massage,171,171
1741,1,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,237.5,,237.5,7,,7,9,,9,8,,8,01feb2007,2007,01feb2007,2007,0,0,0,-2,46,72,36,4,5,1,1,1,0,0,1,1,1,1,1,1,0,1,,,237.5,,,,,,,,,,,,,,,,,,,,,,,,467,-2,46,72,36,4,5,1,1,1,0,0,1,1,1,1,1,1,0,1,,,1,0,0,0,0,1,1,0,1,0,237.5,1,1,White,1,Athletic,1,Super nice,1,Bleached,1,Straight,1,Escort/Massage,467,467
1833,1,0,1,2,0,0,0,0,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,300,,300,8,,8,9,,9,8.5,,8.5,01jul2003,2003,01jul2003,2003,0,0,0,-1,46,69,38,5,2,1,1,1,0,0,1,1,1,1,0,,0,1,1,1,300,,,,,,,,,,,,,,,,,,,,,,,,169,-1,46,69,38,5,2,1,1,1,0,0,1,1,1,1,0,,0,1,1,1,1,0,1,0,0,1,1,0,1,0,300,1,1,White,1,Athletic,1,Super nice,1,Blonde,1,Straight,1,Escort/Massage,169,169
1854,1,0,0,0,0,0,0,0,1,1,2,0,3,0,2,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,325,,325,8,,8,9,,9,8.5,,8.5,01aug2004,2004,01aug2004,2004,0,0,0,-1,36,66,34,3,4,1,1,1,0,0,1,1,1,1,0,,1,,1,0,325,,,,,,,,,,,,,,,,,,,,,,,,147,-1,36,66,34,3,4,1,1,1,0,0,1,1,1,1,0,,1,,1,0,1,1,0,,0,1,0,0,0,0,325,1,1,White,1,Thin,1,Perky,1,Blonde,1,Straight,1,Escort,147,147
1862,1,0,0,1,0,0,0,3,0,0,1,0,7,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,237.5,,237.5,8,,8,9,,9,8.5,,8.5,01may2006,2006,01may2006,2006,0,0,0,-1,46,72,36,4,5,1,1,1,0,0,1,1,1,1,1,1,0,1,,,237.5,,,,,,,,,,,,,,,,,,,,,,,,467,-1,46,72,36,4,5,1,1,1,0,0,1,1,1,1,1,1,0,1,,,1,0,0,0,0,1,1,0,1,0,237.5,1,1,White,1,Athletic,1,Super nice,1,Bleached,1,Straight,1,Escort/Massage,467,467
1937,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,150,,150,8,,8,9,,9,8.5,,8.5,01oct2004,2004,01oct2004,2004,0,0,0,-1,31,63,34,3,4,1,1,1,0,0,0,0,1,,1,,0,,,,150,,,,,,,,,,,,,,,,,,,,,,,,51,-1,31,63,34,3,4,1,1,1,0,0,0,0,1,,1,,0,,,,1,0,0,0,1,1,0,1,1,0,150,1,1,Native american,1,Average,1,Youthful,1,Brown,1,Permed,1,Escort/Massage/S&M,51,51
1984,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,344.33334,,344.33334,8,,8,9,,9,8.5,,8.5,01jun2005,2005,01jun2005,2005,0,0,0,-1,21,63,34,2,6,1,1,1,0,1,1,1,1,1,0,,,,,,344.33334,,,,,,,,,,,,,,,,,,,,,,,,20,-1,21,63,34,2,6,1,1,1,0,1,1,1,1,1,0,,,,,,1,0,0,,0,1,1,0,1,0,344.33334,1,1,South american,1,Average,1,Perky,1,Brown,1,Straight,1,Escort/Massage,20,20
2010,1,0,1,1,0,0,0,2,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,180,,180,8,,8,9,,9,8.5,,8.5,01oct2003,2003,01oct2003,2003,0,0,0,-1,21,60,32,2,5,1,1,1,0,,1,1,1,0,,,,,,,180,,,,,,,,,,,,,,,,,,,,,,,,22,-1,21,60,32,2,5,1,1,1,0,,1,1,1,0,,,,,,,1,0,1,,,1,1,0,1,0,180,1,1,Asian,1,Thin,1,Perky,1,Black,1,Straight,1,Escort/Massage,22,22
2015,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,200,,200,9,,9,9,,9,9,,9,01may2006,2006,01may2006,2006,0,0,0,0,26,69,38,4,4,0,0,1,1,0,1,1,1,0,0,,0,0,,0,200,,,,,,,,,,,,,,,,,,,,,,,,23,0,26,69,38,4,4,0,0,1,1,0,1,1,1,0,0,,0,0,,0,1,0,1,0,1,1,1,0,1,0,200,1,1,African american,1,Average,1,Rock hard,1,Black,1,Curly,1,Escort/Massage,23,23
2046,1,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,200,,200,8,,8,9,,9,8.5,,8.5,01apr2008,2008,01apr2008,2008,0,0,0,-1,31,66,38,3,4,1,1,1,1,0,1,1,1,1,1,,0,1,1,,200,,,,,,,,,,,,,,,,,,,,,,,,109,-1,31,66,38,3,4,1,1,1,1,0,1,1,1,1,1,,0,1,1,,1,1,0,,0,1,0,0,0,0,200,1,1,White,1,Baby fat,1,Youthful,1,Blonde,1,Some curls,1,Escort,109,109
2088,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,350,,350,8,,8,9,,9,8.5,,8.5,01sep2005,2005,01sep2005,2005,0,0,0,-1,26,69,36,3,3,1,1,1,0,1,1,1,1,1,,,,1,1,1,350,,,,,,,,,,,,,,,,,,,,,,,,7,-1,26,69,36,3,3,1,1,1,0,1,1,1,1,1,,,,1,1,1,1,0,0,0,0,1,1,0,1,0,350,1,1,English,1,Athletic,1,Youthful,1,Red,1,Some curls,1,Escort/Massage,7,7
2091,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,272,,272,8,,8,9,,9,8.5,,8.5,01dec2004,2004,01dec2004,2004,0,0,0,-1,31,69,38,3,5,1,1,1,0,0,1,,0,1,1,,1,1,1,,272,,,,,,,,,,,,,,,,,,,,,,,,97,-1,31,69,38,3,5,1,1,1,0,0,1,,0,1,1,,1,1,1,,1,0,0,,0,0,0,1,0,0,272,1,1,White,1,Baby fat,1,Super nice,1,Red,1,Some curls,1,S&M,97,97
2111,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,300,,300,9,,9,9,,9,9,,9,01jul2009,2009,01jul2009,2009,0,0,0,0,21,63,32,2,4,1,1,1,0,1,1,1,1,,0,,,,,0,300,,,,,,,,,,,,,,,,,,,,,,,,39,0,21,63,32,2,4,1,1,1,0,1,1,1,1,,0,,,,,0,0,0,0,0,0,1,1,0,1,0,300,1,1,White,1,Average,1,Perky,1,Blonde,1,Straight,1,Escort/Massage,39,39
2145,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,250,,250,8,,8,9,,9,8.5,,8.5,01aug2006,2006,01aug2006,2006,0,0,0,-1,31,60,36,5,5,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,250,,,,,,,,,,,,,,,,,,,,,,,,77,-1,31,60,36,5,5,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,,0,1,1,0,1,0,250,1,1,White,1,Average,1,Super nice,1,Black,1,Some curls,1,Escort/Massage,77,77
2148,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,,300,9,,9,9,,9,9,,9,01may2004,2004,01may2004,2004,0,0,0,0,31,69,40,4,6,1,0,0,0,0,0,0,0,1,0,,1,,,,300,,,,,,,,,,,,,,,,,,,,,,,,2,0,31,69,40,4,6,1,0,0,0,0,0,0,0,1,0,,1,,,,1,0,1,0,0,1,0,1,1,0,300,1,1,White,1,Very muscular,1,Rock hard,1,Blonde,1,Straight,1,Escort/Massage/S&M,2,2
2156,1,0,0,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,250,,250,9,,9,9,,9,9,,9,01apr2009,2009,01apr2009,2009,0,0,0,0,21,66,34,2,4,1,1,1,0,1,1,1,1,1,,,,1,1,,250,,,,,,,,,,,,,,,,,,,,,,,,37,0,21,66,34,2,4,1,1,1,0,1,1,1,1,1,,,,1,1,,1,0,0,0,0,1,1,0,1,0,250,1,1,White,1,Average,1,Average,1,Blonde,1,Straight,1,Escort/Massage,37,37
2170,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,200,,200,7,,7,9,,9,8,,8,01feb2007,2007,01feb2007,2007,0,0,0,-2,21,63,36,5,5,1,1,1,0,,1,1,1,1,0,,,1,1,,200,,,,,,,,,,,,,,,,,,,,,,,,45,-2,21,63,36,5,5,1,1,1,0,,1,1,1,1,0,,,1,1,,1,0,0,,0,1,1,0,1,,200,1,1,White,1,Average,1,Droopy,1,Red,1,Straight,1,Escort/Massage,45,45
2205,1,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,200,,200,7,,7,9,,9,8,,8,01jul2005,2005,01jul2005,2005,0,0,0,-2,41,63,36,3,3,1,1,1,0,0,1,1,1,1,0,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,5,-2,41,63,36,3,3,1,1,1,0,0,1,1,1,1,0,,,,,,1,0,0,0,0,1,0,0,0,0,200,1,1,White,1,Average,1,Super nice,1,Blonde,1,Straight,1,Escort,5,5
2206,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,200,,200,8,,8,9,,9,8.5,,8.5,01jun2011,2011,01jun2011,2011,0,0,0,-1,26,63,36,2,3,1,1,1,0,1,1,1,1,1,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,4,-1,26,63,36,2,3,1,1,1,0,1,1,1,1,1,,,,,,,1,0,,0,0,1,1,0,1,,200,1,1,White,1,Athletic,1,Youthful,1,Bleached,1,Straight,1,Escort/Massage,4,4
2294,1,0,0,1,0,0,0,2,2,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,350,,350,9,,9,9,,9,9,,9,01dec2008,2008,01dec2008,2008,0,0,0,0,26,63,34,3,4,1,1,1,0,0,1,1,1,1,0,0,,,,0,350,,,,,,,,,,,,,,,,,,,,,,,,12,0,26,63,34,3,4,1,1,1,0,0,1,1,1,1,0,0,,,,0,1,0,1,0,0,1,1,0,1,0,350,1,1,White,1,Athletic,1,Super nice,1,Brown,1,Straight,1,Escort/Massage,12,12
2312,1,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,200,,200,8,,8,9,,9,8.5,,8.5,01sep2006,2006,01sep2006,2006,0,0,0,-1,26,69,36,5,5,0,0,0,0,0,1,0,0,,0,,0,0,0,0,200,,,,,,,,,,,,,,,,,,,,,,,,50,-1,26,69,36,5,5,0,0,0,0,0,1,0,0,,0,,0,0,0,0,1,0,,2,0,0,1,0,0,0,200,1,1,White,1,Athletic,1,Youthful,1,Brown,1,Some curls,1,Massage,50,50
2342,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,300,,300,8,,8,9,,9,8.5,,8.5,01nov2006,2006,01nov2006,2006,0,0,0,-1,41,69,38,5,4,1,1,1,0,,1,1,1,0,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,71,-1,41,69,38,5,4,1,1,1,0,,1,1,1,0,,,,,,,1,0,1,,0,1,0,1,1,0,300,1,1,White,1,Average,1,Rock hard,1,Bleached,1,Some curls,1,Escort/Massage/S&M,71,71
2409,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,,250,8,,8,9,,9,8.5,,8.5,01may2004,2004,01may2004,2004,0,0,0,-1,21,66,38,6,5,0,0,1,0,0,1,1,1,1,1,,1,,1,,250,,,,,,,,,,,,,,,,,,,,,,,,7,-1,21,66,38,6,5,0,0,1,0,0,1,1,1,1,1,,1,,1,,1,0,0,0,0,1,0,1,1,0,250,1,1,White,1,Baby fat,1,Super nice,1,Blonde,1,Straight,1,Escort/Massage/S&M,7,7
2477,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,200,,200,8,,8,9,,9,8.5,,8.5,01jan2011,2011,01jan2011,2011,0,0,0,-1,36,69,36,3,4,1,1,0,0,0,0,0,0,,0,,0,,,,200,,,,,,,,,,,,,,,,,,,,,,,,17,-1,36,69,36,3,4,1,1,0,0,0,0,0,0,,0,,0,,,,1,0,0,,0,0,1,0,0,0,200,1,1,White,1,Athletic,1,Super nice,1,Blonde,1,Some curls,1,Massage,17,17
2508,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,193.5,,193.5,7,,7,9,,9,8,,8,01jan2007,2007,01jan2007,2007,0,0,0,-2,26,66,38,5,4,1,1,1,0,0,1,1,1,,1,,,,,,193.5,,,,,,,,,,,,,,,,,,,,,,,,93,-2,26,66,38,5,4,1,1,1,0,0,1,1,1,,1,,,,,,1,0,0,0,0,1,1,0,1,0,193.5,1,1,White,1,Baby fat,1,Average,1,Blonde,1,Straight,1,Escort/Massage,93,93
2519,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,,272,8,,8,9,,9,8.5,,8.5,01jun2003,2003,01jun2003,2003,0,0,0,-1,36,66,38,5,6,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,272,,,,,,,,,,,,,,,,,,,,,,,,239,-1,36,66,38,5,6,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,272,1,1,White,1,Average,1,Super nice,1,Red,1,Straight,1,Escort/Massage,239,239
2521,1,0,1,0,0,0,0,1,2,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,180,,180,9,,9,9,,9,9,,9,01mar2011,2011,01mar2011,2011,0,0,0,0,21,63,36,3,4,1,1,1,0,1,1,1,1,1,1,,,,,,180,,,,,,,,,,,,,,,,,,,,,,,,19,0,21,63,36,3,4,1,1,1,0,1,1,1,1,1,1,,,,,,1,0,0,0,0,1,0,1,1,0,180,1,1,White,1,Baby fat,1,Average,1,Brown,1,Straight,1,Escort/Massage/S&M,19,19
2532,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,250,,250,8,,8,9,,9,8.5,,8.5,01aug2003,2003,01aug2003,2003,0,0,0,-1,36,66,34,4,6,1,1,1,0,1,1,1,1,1,1,,1,1,,,218.75,,,,,,,,,,,,,,,,,,,,,,,,37,-1,36,66,34,4,6,1,1,1,0,1,1,1,1,1,1,,1,1,,,1,0,1,0,0,1,0,1,1,0,218.75,1,1,White,1,Athletic,1,Rock hard,1,Bleached,1,Curly,1,Escort/Massage/S&M,37,37
2553,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,200,,200,9,,9,9,,9,9,,9,01aug2008,2008,01aug2008,2008,0,0,0,0,21,60,34,3,3,1,0,1,0,0,1,1,1,0,0,0,0,0,0,,200,,,,,,,,,,,,,,,,,,,,,,,,17,0,21,60,34,3,3,1,0,1,0,0,1,1,1,0,0,0,0,0,0,,1,1,1,0,0,1,1,0,1,0,200,1,1,White,1,Average,1,Super nice,1,Blonde,1,Straight,1,Escort/Massage,17,17
2574,1,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,350,,350,8,,8,9,,9,8.5,,8.5,01oct2009,2009,01oct2009,2009,0,0,0,-1,26,66,34,5,6,1,1,1,0,0,1,1,1,1,,0,,0,,0,350,,,,,,,,,,,,,,,,,,,,,,,,26,-1,26,66,34,5,6,1,1,1,0,0,1,1,1,1,,0,,0,,0,1,0,0,0,0,1,0,1,1,0,350,1,1,Latina,1,Athletic,1,Super nice,1,Black,1,Straight,1,Escort/Massage/S&M,26,26
2611,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,300,,300,7,,7,9,,9,8,,8,01nov2006,2006,01nov2006,2006,0,0,0,-2,26,63,36,3,5,1,1,1,1,0,1,1,1,1,0,,0,1,1,0,300,,,,,,,,,,,,,,,,,,,,,,,,88,-2,26,63,36,3,5,1,1,1,1,0,1,1,1,1,0,,0,1,1,0,1,0,0,0,0,1,1,0,1,0,300,1,1,White,1,Average,1,Youthful,1,Black,1,Straight,1,Escort/Massage,88,88
2619,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,166,,166,9,,9,9,,9,9,,9,01may2001,2001,01may2001,2001,0,0,0,0,31,66,36,3,5,1,0,0,0,0,0,0,0,1,0,,0,0,1,0,166,,,,,,,,,,,,,,,,,,,,,,,,9,0,31,66,36,3,5,1,0,0,0,0,0,0,0,1,0,,0,0,1,0,1,0,0,,0,0,1,0,0,0,166,1,1,Native american,1,Athletic,1,Average,1,Brown,1,Straight,1,Massage,9,9
